PR number,GitHub title,GitHub URL,State,Merged at,Merge SHA,Branch,Files changed,Checks status,Report claimed status,Match? yes/no,Notes
574,PR-CM-EVIDENCE-AGENT1-UPLOAD-HOTFIX-1 — Fix CM evidence upload validation,https://github.com/onboarda1234/onboarda/pull/574,MERGED,2026-06-23T14:37:20Z,f94eccff0d705090ef2522a77f296cb6843eea94,fix/pr-cm-evidence-upload-validation,arie-backend/server.py; arie-backend/tests/test_cm_evidence_agent1_gates.py,pass:4,Not directly claimed in Word PR table,N/A,Additional scoped PR metadata
576,PR-CM-RISK-SCREENING-BEFORE-IMPLEMENTATION-1 — Gate CM implementation on current risk and screening,https://github.com/onboarda1234/onboarda/pull/576,MERGED,2026-06-23T16:37:45Z,81467b23a831b4c49f6faa9410110946adbff959,feat/pr-cm-risk-screening-before-implementation-1,arie-backend/change_management.py; arie-backend/server.py; arie-backend/tests/test_cm_risk_screening_before_implementation.py,pass:4,Not directly claimed in Word PR table,N/A,Additional scoped PR metadata
578,PR-REG-DOC-GEN-1 — Client Portal Draft Company Documents,https://github.com/onboarda1234/onboarda/pull/578,MERGED,2026-06-23T17:21:25Z,730ce5c3810e22f870fb7c62fced3a1e50191886,codex/pr-reg-doc-gen-1,arie-backend/tests/test_company_intake_portal_static.py; arie-portal.html,pass:4,Not directly claimed in Word PR table,N/A,Additional scoped PR metadata
580,PR-CM-AUDIT-RECONSTRUCTION-1 — Add regulator-grade Change Management audit reconstruction,https://github.com/onboarda1234/onboarda/pull/580,MERGED,2026-06-24T04:36:01Z,3f5acb43c6375be9af4221b0d046d1ab3d1a6436,feat/pr-cm-audit-reconstruction-1,arie-backend/change_management.py; arie-backend/server.py; arie-backend/tests/test_cm_audit_reconstruction.py,pass:4,Not directly claimed in Word PR table,N/A,Additional scoped PR metadata
583,PR-CM-CLIENT-PORTAL-CHANGE-REQUESTS-1 — Improve client portal change request flow,https://github.com/onboarda1234/onboarda/pull/583,MERGED,2026-06-24T07:16:55Z,06810dbaa0d5468d30c860a69800eb593efe2274,feat/pr-cm-client-portal-change-requests-1,arie-backend/server.py; arie-backend/tests/test_cm_rbac_portal.py; arie-backend/tests/test_portal_change_requests_ux.py; arie-portal.html,pass:4,Not directly claimed in Word PR table,N/A,Additional scoped PR metadata
584,PR-1: Risk-Conditional Approval Policy,https://github.com/onboarda1234/onboarda/pull/584,MERGED,2026-06-24T15:27:07Z,00789f18cdd34a57c1876cf018f8c3d6e67e7b61,codex/pr1-risk-conditional-approval,arie-backend/security_hardening.py; arie-backend/server.py; arie-backend/tests/test_api.py; arie-backend/tests/test_approval_gate.py; arie-backend/tests/test_approval_ux_gates_static.py; arie-backend/tests/test_e2e_authority_matrix.py; arie-backend/tests/test_memo_ordering_gate.py; arie-backend/tests/test_memo_staleness_approval.py; arie-backend/tests/test_memo_staleness_hard_gate.py; arie-backend/tests/test_patch_decision_bypass.py; ... +4 more,pass:4,Not directly claimed in Word PR table,N/A,Additional scoped PR metadata
585,PR-2: Submit to Compliance UI Routing and Terminal Button States,https://github.com/onboarda1234/onboarda/pull/585,MERGED,2026-06-24T18:19:05Z,873d275579d8a179a7c85e6e501603991c65a4fd,codex/pr2-submit-compliance-ui-routing,arie-backend/tests/test_approval_ux_gates_static.py; arie-backend/tests/test_backoffice_review_audit.py; arie-backend/tests/test_case_command_centre_runtime.py; arie-backend/tests/test_ex11_ai_advisory_labels.py; arie-backend/tests/test_ex11_signoff_enforcement.py; arie-backend/tests/test_patch_decision_bypass.py; arie-backoffice.html,pass:4,Not directly claimed in Word PR table,N/A,Additional scoped PR metadata
586,[codex] Fix document evidence status precedence,https://github.com/onboarda1234/onboarda/pull/586,MERGED,2026-06-24T17:59:41Z,811d9bdc91dcc1d36e849f4dab12e849ca225818,codex/pr4-document-evidence-status-consistency,arie-backend/change_management.py; arie-backend/periodic_review_blockers.py; arie-backend/periodic_review_projection_service.py; arie-backend/server.py; arie-backend/tests/test_cm_evidence_agent1_gates.py; arie-backend/tests/test_document_reliance_gate.py; arie-backend/tests/test_document_reliance_ui_static.py; arie-backend/tests/test_pr_prs_b_evidence_gates.py; arie-backoffice.html; arie-portal.html,pass:4,Not directly claimed in Word PR table,N/A,Additional scoped PR metadata
587,[codex] Harden submit recovery after commit,https://github.com/onboarda1234/onboarda/pull/587,MERGED,2026-06-24T18:33:16Z,d5b90b62043da6e27b342a8285eb702f438ffd15,codex/pr9-504-after-commit-hardening,arie-backend/server.py; arie-backend/tests/test_submit_resilience.py,pass:4,Not directly claimed in Word PR table,N/A,Additional scoped PR metadata
588,PR-CCC: Route approval readiness through Case Command Centre,https://github.com/onboarda1234/onboarda/pull/588,MERGED,2026-06-25T03:15:59Z,550a7d2e5074c676113aa7d04687a793b52305f2,codex/pr-ccc-approval-readiness-ux,arie-backend/tests/test_case_command_centre_runtime.py; arie-backoffice.html,pass:4,Not directly claimed in Word PR table,N/A,Additional scoped PR metadata
589,[codex] Fix HIGH/EDD submit first-response timeout,https://github.com/onboarda1234/onboarda/pull/589,MERGED,2026-06-25T03:39:16Z,324d51a5d2be0ab5fcb56574957f89b1ae297980,codex/pr9a-high-edd-submit-timeout,arie-backend/routing_actuator.py; arie-backend/screening_complyadvantage/adapter.py; arie-backend/screening_complyadvantage/orchestrator.py; arie-backend/screening_routing.py; arie-backend/server.py; arie-backend/tests/test_complyadvantage_orchestrator.py; arie-backend/tests/test_screening_routing.py; arie-backend/tests/test_submit_resilience.py,pass:4,Not directly claimed in Word PR table,N/A,Additional scoped PR metadata
590,[codex] Document provider responsibility model,https://github.com/onboarda1234/onboarda/pull/590,MERGED,2026-06-25T03:33:36Z,934648fe1ae0a36f65f6561cb3388de219db1e81,codex/provider-responsibility-model-1,arie-backend/screening.py; arie-backend/screening_adapter_sumsub.py; arie-backend/screening_config.py; arie-backend/security_hardening.py; arie-backend/tests/test_provider_label_policy.py; arie-backend/tests/test_provider_responsibility_model_docs.py; arie-backend/tests/test_screening_config.py; arie-backoffice.html; docs/architecture/sumsub-complyadvantage-provider-model.md,pass:4,Not directly claimed in Word PR table,N/A,Additional scoped PR metadata
591,[codex] Centralize screening adverse media truth,https://github.com/onboarda1234/onboarda/pull/591,MERGED,2026-06-25T06:46:57Z,e515ba57517a4b04935bd014261534559d234673,codex/screening-adverse-sot-2,arie-backend/screening_adverse_truth.py; arie-backend/security_hardening.py; arie-backend/server.py; arie-backend/tests/conftest.py; arie-backend/tests/fixtures/screening_adverse_sot/fixtures.json; arie-backend/tests/test_api.py; arie-backend/tests/test_approval_gate.py; arie-backend/tests/test_create_applicant_country_fix.py; arie-backend/tests/test_document_reliance_gate.py; arie-backend/tests/test_document_versioning.py; ... +15 more,pass:4,Not directly claimed in Word PR table,N/A,Additional scoped PR metadata
592,PR-CM-ALERT-TRIAGE-SIMPLIFY-1: simplify Change Alert triage,https://github.com/onboarda1234/onboarda/pull/592,MERGED,2026-06-25T06:44:34Z,ee09d853224fd041673b6e12f01768b13fc7723f,feat/pr-cm-alert-triage-simplify-1,arie-backend/change_management.py; arie-backend/server.py; arie-backend/tests/test_change_management.py; arie-backend/tests/test_cm_alert_triage_simplify.py; arie-backoffice.html,pass:4,Not directly claimed in Word PR table,N/A,Additional scoped PR metadata
593,PR-CM-BACKOFFICE-WORKSPACE-SIMPLIFY-1: simplify Change Management workspace,https://github.com/onboarda1234/onboarda/pull/593,MERGED,2026-06-25T09:24:05Z,066df64b3fd9336cd964a1dcf9c0447c1a8eb9a1,feat/pr-cm-backoffice-workspace-simplify-1,arie-backend/change_management.py; arie-backend/tests/test_change_management_diff_runtime.py; arie-backend/tests/test_cm_backoffice_workspace_simplify_static.py; arie-backoffice.html,pass:4,Not directly claimed in Word PR table,N/A,Additional scoped PR metadata
594,[codex] Fix HIGH/EDD ownership memo narrative consistency,https://github.com/onboarda1234/onboarda/pull/594,MERGED,2026-06-25T11:51:56Z,179fef37f93a9e99337b82e9f363e26a76fd6d5a,codex/high-edd-memo-ownership-consistency,arie-backend/memo_handler.py; arie-backend/tests/test_decision_path_integrity_priority_b.py,pass:4,Not directly claimed in Word PR table,N/A,Additional scoped PR metadata
595,Separate provider PEP detections from party PEP state,https://github.com/onboarda1234/onboarda/pull/595,MERGED,2026-06-25T17:15:27Z,f702ff7a4d2a444f7afeb45d368b899ace5082cf,codex/pep-provider-detection-separation,arie-backend/db.py; arie-backend/enhanced_requirements.py; arie-backend/routing_actuator.py; arie-backend/rule_engine.py; arie-backend/security_hardening.py; arie-backend/server.py; arie-backend/tests/test_pep_provider_detection_separation.py; arie-backend/tests/test_submit_to_compliance.py; arie-backoffice.html,pass:4,Not directly claimed in Word PR table,N/A,Additional scoped PR metadata
596,[codex] Add portal status projection guard,https://github.com/onboarda1234/onboarda/pull/596,MERGED,2026-06-26T03:50:11Z,06c5c06eab53221eaa9e0416cd93d5ad4696f6e9,codex/portal-status-projection-resubmission-guard,arie-backend/tests/test_draft_persistence.py; arie-backend/tests/test_portal_pilot_boundary_static.py; arie-backend/tests/test_submit_to_compliance.py; arie-portal.html,pass:4,Not directly claimed in Word PR table,N/A,Additional scoped PR metadata
597,[codex] Simplify screening adverse media review UI,https://github.com/onboarda1234/onboarda/pull/597,MERGED,2026-06-26T05:01:26Z,b2de9ad9496bb6a528091e6e91225e185a25d653,codex/screening-adverse-ui-simplify,arie-backend/tests/test_backoffice_ca_truthflow_static.py; arie-backend/tests/test_inline_screening_runtime.py; arie-backend/tests/test_monitoring_alerts_sprint1_static.py; arie-backend/tests/test_screening_adverse_ui_simplify_static.py; arie-backoffice.html,pass:4,Not directly claimed in Word PR table,N/A,Additional scoped PR metadata
598,PR-CM-WORKSPACE-DASHBOARD-AND-POLISH-1: unify CM workspace dashboard and queue,https://github.com/onboarda1234/onboarda/pull/598,MERGED,2026-06-26T05:30:01Z,5346a77b1a303559bc2e1c6cfd8275b0c25eea4d,feat/pr-cm-workspace-dashboard-and-polish-1,arie-backend/tests/test_change_management_diff_runtime.py; arie-backend/tests/test_cm_backoffice_workspace_simplify_static.py; arie-backoffice.html,pass:4,Not directly claimed in Word PR table,N/A,Additional scoped PR metadata
599,[codex] Fix provider PEP false-positive clearance workflow,https://github.com/onboarda1234/onboarda/pull/599,MERGED,2026-06-26T06:40:58Z,bcf0512e09ec89389641075a14eb393e7acdb6c3,codex/risk-pep-false-positive-recalc-e2e,arie-backend/server.py; arie-backend/tests/test_api.py,pass:4,Not directly claimed in Word PR table,N/A,Additional scoped PR metadata
600,[codex] Guard terminal periodic review mutations,https://github.com/onboarda1234/onboarda/pull/600,MERGED,2026-06-26T08:41:22Z,b1370da20018fddc120899a1b771b0faa32c8719,codex/prs-a1-a2-terminal-immutability-guard,arie-backend/periodic_review_engine.py; arie-backend/periodic_review_memo.py; arie-backend/periodic_review_risk_reassessment.py; arie-backend/server.py; arie-backend/tests/test_periodic_review_attestation.py; arie-backend/tests/test_periodic_review_handlers.py; arie-backend/tests/test_periodic_review_memo.py; arie-backend/tests/test_periodic_review_risk_reassessment.py,pass:4,Not directly claimed in Word PR table,N/A,Additional scoped PR metadata
601,[codex] Run submit screening asynchronously,https://github.com/onboarda1234/onboarda/pull/601,MERGED,2026-06-26T13:35:29Z,27996f8b76976f18a8ca7d75e5a396fbbf55f7cb,codex/portal-clean-submit-async-screening,arie-backend/db.py; arie-backend/migrations/scripts/migration_036_async_screening_jobs.sql; arie-backend/screening_jobs.py; arie-backend/server.py; arie-backend/tests/test_async_submit_screening.py; arie-backend/tests/test_submit_resilience.py; arie-backend/verification_worker.py,pass:4,Not directly claimed in Word PR table,N/A,Additional scoped PR metadata
602,[codex] Clarify floored risk in evidence pack PDF,https://github.com/onboarda1234/onboarda/pull/602,MERGED,2026-06-26T12:04:05Z,3f7764fa4be532985ba2aaaf3c70ed390e8e6de7,codex/risk-pdf-floor-explanation,arie-backend/evidence_pack_export.py; arie-backend/tests/test_evidence_pack_risk_pdf.py,pass:4,Not directly claimed in Word PR table,N/A,Additional scoped PR metadata
603,Fix back-office KYC upload state isolation,https://github.com/onboarda1234/onboarda/pull/603,MERGED,2026-06-26T18:09:37Z,10dae412cafa0fc76db4b08e1598b2184ffe0d53,codex/kyc-docs-upload-state-isolation,arie-backend/server.py; arie-backend/tests/test_kyc_docs_action_stability_static.py; arie-backend/tests/test_pr_doc_ui1_backoffice_document_review.py; arie-backend/tests/test_upload_latency_contracts.py; arie-backoffice.html,pass:4,Not directly claimed in Word PR table,N/A,Additional scoped PR metadata
604,[codex] Fix portal sidebar status refresh,https://github.com/onboarda1234/onboarda/pull/604,MERGED,2026-06-27T03:41:18Z,f008dc860a7ed9536610407f67d201c58a10c4db,codex/portal-sidebar-status-refresh-1,arie-backend/tests/test_portal_sidebar_status_refresh_static.py; arie-portal.html,pass:4,Not directly claimed in Word PR table,N/A,Additional scoped PR metadata
605,[codex] Fix application review next review due display,https://github.com/onboarda1234/onboarda/pull/605,MERGED,2026-06-27T03:49:11Z,c31b48ec58267c857f41eb19a1b62bde73ae7c3c,codex/app-next-review-date-display,arie-backend/tests/test_backoffice_periodic_review_baseline_static.py; arie-backoffice.html,pass:4,Not directly claimed in Word PR table,N/A,Additional scoped PR metadata
606,[codex] Improve periodic review document evidence summary,https://github.com/onboarda1234/onboarda/pull/606,MERGED,2026-06-27T09:08:46Z,61e73d7ee5e563d7a1b2631142b63a3f555a3285,codex/prs-doc1-periodic-review-docs-parity,arie-backend/tests/test_application_lifecycle_tab_shell_static.py; arie-backend/tests/test_backoffice_periodic_review_documents_static.py; arie-backoffice.html,pass:4,Not directly claimed in Word PR table,N/A,Additional scoped PR metadata
607,Block unsafe CM field implementation readiness,https://github.com/onboarda1234/onboarda/pull/607,MERGED,2026-06-27T16:44:26Z,53630658f93decae9b8a0cfd35b9c94b159a5c63,codex/cm-unsafe-field-implementation-readiness,arie-backend/change_management.py; arie-backend/tests/test_cm_backoffice_workspace_simplify_static.py; arie-backend/tests/test_cm_implement_propagation.py; arie-backoffice.html,pass:4,Not directly claimed in Word PR table,N/A,Additional scoped PR metadata
608,[codex] Hide fixture records behind Back Office toggle,https://github.com/onboarda1234/onboarda/pull/608,MERGED,2026-06-28T05:54:02Z,e5a858f28ab9b03a4fed82f70e1218ba584a4212,codex/pilot-data-segmentation-fixture-hiding,arie-backend/change_management.py; arie-backend/server.py; arie-backend/tests/test_pilot_data_segmentation_fixture_hiding.py; arie-backoffice.html,pass:4,Closed PASS,yes,Report-mentioned PR; closure evidence verdict PASS
609,[codex] Hide unflagged smoke fixture rows from lists,https://github.com/onboarda1234/onboarda/pull/609,MERGED,2026-06-28T07:33:16Z,d6917262198369e74949c2d2430398456ea77e9e,codex/pr-608-postmerge-fixture-pattern-hotfix,arie-backend/fixture_filter.py; arie-backend/lifecycle_queue.py; arie-backend/server.py; arie-backend/tests/test_fixture_exclusion.py; arie-backend/tests/test_pilot_data_segmentation_fixture_hiding.py,pass:4,Closed PASS,evidence gap,Report-mentioned PR; no direct closure evidence path located in this pass
610,[codex] Optimize Screening Queue list performance,https://github.com/onboarda1234/onboarda/pull/610,MERGED,2026-06-28T08:07:21Z,995a66aea12d4bf89678d87023ca5e683b5be279,codex/screening-queue-query-perf,arie-backend/server.py; arie-backend/tests/test_api.py; arie-backend/tests/test_screening_queue.py,pass:4,Closed PASS with follow-up,yes,Report-mentioned PR; closure evidence verdict PASS WITH LIMITATION
611,Filter fixture-sourced CM alerts by default,https://github.com/onboarda1234/onboarda/pull/611,MERGED,2026-06-28T09:24:54Z,747c48cd6273234f50bd84dbd418b5f5efe3a298,codex/pr-608-cm-alert-fixture-source-hotfix,arie-backend/fixture_filter.py; arie-backend/server.py; arie-backend/tests/test_pilot_data_segmentation_fixture_hiding.py,pass:4,Closed PASS,evidence gap,Report-mentioned PR; no direct closure evidence path located in this pass
612,[codex] Remove duplicate document banner from Screening Review,https://github.com/onboarda1234/onboarda/pull/612,MERGED,2026-06-28T10:25:04Z,ad3603db70bf65c82b7ad6aef3895235743516a7,codex/screening-review-document-banner-removal,arie-backend/tests/test_backoffice_ca_truthflow_static.py; arie-backoffice.html,pass:4,Closed PASS,yes,Report-mentioned PR; closure evidence verdict PASS
613,[codex] Improve Back Office KYC document upload responsiveness,https://github.com/onboarda1234/onboarda/pull/613,MERGED,2026-06-28T11:50:36Z,e8d95083deb23b0bcee59dd7084c40a587202b62,codex/kyc-doc-upload-performance,arie-backend/tests/test_kyc_docs_action_stability_static.py; arie-backend/tests/test_pr_doc_ui1_backoffice_document_review.py; arie-backoffice.html,pass:4,Closed PASS with validation limitation,yes,Report-mentioned PR; closure evidence verdict PASS WITH VALIDATION LIMITATION
614,[codex] Clean KYC Documents missing-document wording,https://github.com/onboarda1234/onboarda/pull/614,MERGED,2026-06-28T14:57:20Z,686dc386e34d011509da1f9aa4931d19b35c1d65,codex/kyc-docs-missing-wording-cleanup,arie-backend/tests/test_document_reliance_ui_static.py; arie-backend/tests/test_pr_doc_ui2_manus_compact_document_review.py; arie-backoffice.html,pass:4,Closed PASS,yes,Report-mentioned PR; closure evidence verdict PASS
615,[codex] Paginate and clean Monitoring Alerts list,https://github.com/onboarda1234/onboarda/pull/615,MERGED,2026-06-28T16:36:36Z,9f89758f32dbf0f21e04c71cdc5d4dab63580f60,codex/monitoring-list-pagination-fixture-filter-type-cleanup,arie-backend/server.py; arie-backend/tests/test_backoffice_monitoring_navigation_static.py; arie-backend/tests/test_monitoring_alerts_list_contract_api.py; arie-backend/tests/test_monitoring_alerts_sprint1_static.py; arie-backoffice.html,pass:4,Closed PASS with validation limitation,yes,Report-mentioned PR; closure evidence verdict PASS WITH VALIDATION LIMITATION
616,[codex] Add next-review approval-anchor reconciliation tests,https://github.com/onboarda1234/onboarda/pull/616,MERGED,2026-06-28T15:41:41Z,0d9dfbde71253ea8db71aa3042cb736ee76aaa06,codex/next-review-reconciliation-tests,arie-backend/tests/test_next_review_approval_anchor_reconciliation.py,pass:4,Closed PASS,yes,Report-mentioned PR; closure evidence verdict PASS
617,[codex] Simplify Periodic Review tab layout,https://github.com/onboarda1234/onboarda/pull/617,MERGED,2026-06-28T17:29:38Z,f9b39185a58bc879932ac0ad982531819dc72194,codex/periodic-review-tab-simplification,arie-backend/tests/test_backoffice_periodic_review_workspace_static.py; arie-backoffice.html,pass:4,Closed PASS,yes,Report-mentioned PR; closure evidence verdict PASS
618,[codex] Fix KYC document verification policy mapping,https://github.com/onboarda1234/onboarda/pull/618,MERGED,2026-06-29T06:15:06Z,e229bbc243472f8e2cfebe0dfe90183e4f6f76aa,codex/kyc-docs-verification-policy-mapping,arie-backend/tests/test_kyc_docs_policy_mapping_static.py; arie-backoffice.html,pass:4,Closed PASS,yes,Report-mentioned PR; closure evidence verdict PASS
619,[codex] Reduce repeated Periodic Review blocker messaging,https://github.com/onboarda1234/onboarda/pull/619,MERGED,2026-06-29T07:36:34Z,1c596faaf4fefc15b39dae107684557d8cbc0dc1,codex/periodic-review-blocker-dedup,arie-backend/tests/test_backoffice_periodic_review_workspace_static.py; arie-backoffice.html,pass:4,Closed PASS with validation limitation,yes,Report-mentioned PR; closure evidence verdict PASS WITH VALIDATION LIMITATION
620,[codex] Prevent floating Back Office controls blocking pagination,https://github.com/onboarda1234/onboarda/pull/620,MERGED,2026-06-29T06:46:42Z,1d0cee65c7a24d0494e4fee6e8a48c647ac322dc,codex/backoffice-floating-widget-pagination-obstruction,arie-backend/tests/test_backoffice_floating_controls_static.py; arie-backoffice.html,pass:4,Closed PASS,yes,Report-mentioned PR; closure evidence verdict PASS
621,[codex] Remove duplicate KYC document finding summary text,https://github.com/onboarda1234/onboarda/pull/621,MERGED,2026-06-29T07:49:00Z,7189d658faf8f5a9c63091b1f914516212b6a682,codex/kyc-docs-finding-duplicate-summary-cleanup,arie-backend/tests/test_kyc_docs_finding_duplicate_summary_static.py; arie-backend/tests/test_pr_doc_ui2_manus_compact_document_review.py; arie-backoffice.html,pass:4,Closed PASS,yes,Report-mentioned PR; closure evidence verdict PASS
622,[codex] Improve KYC document verification details and reverify action,https://github.com/onboarda1234/onboarda/pull/622,MERGED,2026-06-29T10:30:02Z,5b03de1936bd2c76e625dec64651c8b329c10c70,codex/kyc-docs-verification-details-and-reverify,arie-backend/tests/test_application_lifecycle_tab_shell_static.py; arie-backend/tests/test_enhanced_requirement_settings.py; arie-backend/tests/test_kyc_docs_finding_duplicate_summary_static.py; arie-backend/tests/test_kyc_docs_verification_details_and_reverify_static.py; arie-backend/tests/test_pr_doc2a_agent1_evidence_control.py; arie-backend/tests/test_pr_doc_ui2_manus_compact_document_review.py; arie-backend/tests/test_pr_doc_verify_coverage_ui_1.py; arie-backoffice.html,pass:4,Closed PASS after #624,yes,Report-mentioned PR; closure evidence verdict PASS WITH VALIDATION LIMITATION
623,[codex] Improve Screening Review evidence hydration performance,https://github.com/onboarda1234/onboarda/pull/623,MERGED,2026-06-29T13:47:43Z,f5d7649bc9b096c34b394b3b51de4694c6a30e4d,codex/screening-detail-evidence-hydration-perf,arie-backend/tests/test_backoffice_ca_truthflow_static.py; arie-backoffice.html,pass:4,Closed PASS,yes,Report-mentioned PR; closure evidence verdict PASS
624,[codex] Hide KYC Re-verify action for terminal document states,https://github.com/onboarda1234/onboarda/pull/624,MERGED,2026-06-29T13:58:12Z,28cb50616e863dee5ddbae7fd97c158895e6331e,codex/kyc-docs-reverify-terminal-state-guard,arie-backend/tests/test_kyc_docs_reverify_terminal_state_guard_static.py; arie-backend/tests/test_kyc_docs_verification_details_and_reverify_static.py; arie-backoffice.html,pass:4,Closed PASS,yes,Report-mentioned PR; closure evidence verdict PASS WITH VALIDATION LIMITATION
625,[codex] Show source mismatch indicators in Application Review fields,https://github.com/onboarda1234/onboarda/pull/625,MERGED,2026-06-29T13:59:13Z,7f7fbe656e1c0cf8eb861b232fd848c8ae452af4,codex/application-field-provenance-mismatch-indicators,arie-backend/tests/test_application_field_provenance_mismatch_indicators_static.py; arie-backoffice.html,pass:4,Closed PASS with validation limitation,yes,Report-mentioned PR; closure evidence verdict PASS WITH VALIDATION LIMITATION
626,[codex] Add missing person document types to officer upload dropdown,https://github.com/onboarda1234/onboarda/pull/626,MERGED,2026-06-29T16:25:47Z,43cc7a31658e34006239c9c0fb8dd565a9d433ab,codex/kyc-docs-officer-upload-document-type-list,arie-backend/tests/test_kyc_docs_officer_upload_document_type_list_static.py; arie-backoffice.html,pass:4,Closed PASS,yes,Report-mentioned PR; closure evidence verdict PASS
627,[codex] Guard Periodic Review memo addendum update after completion,https://github.com/onboarda1234/onboarda/pull/627,MERGED,2026-06-29T17:16:01Z,ea33cdfdba8be1dcdca97984c287ce1288efbe49,codex/prs-memo-addendum-post-completion-error-guard,arie-backend/server.py; arie-backend/tests/test_periodic_review_memo_addendum_post_completion_error_guard.py,pass:4,Closed PASS,yes,Report-mentioned PR; closure evidence verdict PASS
